"demographic_id","demographic_label","series_date","total_n","data.Somewhat.Approve","data.Strongly.Approve","data.Somewhat.Disapprove","data.Strongly.Disapprove","data.Don.t.Know...No.Opinion"
"demAgeFull_us","Age (US): 33","2020-03-02",4,22,0,0,0,78
"demAgeFull_us","Age (US): 33","2020-03-03",4,15,0,14,0,71
"demAgeFull_us","Age (US): 33","2020-03-04",1,100,0,0,0,0
"demAgeFull_us","Age (US): 33","2020-03-05",4,0,0,22,56,22
"demAgeFull_us","Age (US): 33","2020-03-06",7,24,13,9,0,54
"demAgeFull_us","Age (US): 33","2020-03-07",4,63,23,0,0,14
"demAgeFull_us","Age (US): 33","2020-03-08",6,0,15,15,15,55
"demAgeFull_us","Age (US): 33","2020-03-09",6,60,0,10,10,20
"demAgeFull_us","Age (US): 33","2020-03-10",10,0,0,0,14,86
"demAgeFull_us","Age (US): 33","2020-03-11",5,29,19,16,9,27
"demAgeFull_us","Age (US): 33","2020-03-12",7,30,15,0,21,34
"demAgeFull_us","Age (US): 33","2020-03-13",6,17,0,0,31,52
"demAgeFull_us","Age (US): 33","2020-03-14",8,36,0,27,0,37
"demAgeFull_us","Age (US): 33","2020-03-15",13,38,8,7,16,31
"demAgeFull_us","Age (US): 33","2020-03-16",11,0,9,37,20,35
"demAgeFull_us","Age (US): 33","2020-03-17",5,14,0,0,0,86
"demAgeFull_us","Age (US): 33","2020-03-18",8,10,0,0,0,90
"demAgeFull_us","Age (US): 33","2020-03-19",4,21,0,0,39,40
"demAgeFull_us","Age (US): 33","2020-03-20",6,0,15,0,0,85
"demAgeFull_us","Age (US): 33","2020-03-21",2,0,65,0,0,35
"demAgeFull_us","Age (US): 33","2020-03-22",3,0,28,0,51,20
"demAgeFull_us","Age (US): 33","2020-03-23",3,0,0,0,66,34
"demAgeFull_us","Age (US): 33","2020-03-24",2,0,0,68,0,32
"demAgeFull_us","Age (US): 33","2020-03-26",6,0,0,12,10,78
"demAgeFull_us","Age (US): 33","2020-03-27",3,28,0,25,0,47
"demAgeFull_us","Age (US): 33","2020-03-28",4,16,0,0,0,84
"demAgeFull_us","Age (US): 33","2020-03-29",4,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-03-30",4,39,0,0,0,61
"demAgeFull_us","Age (US): 33","2020-03-31",4,34,0,0,0,66
"demAgeFull_us","Age (US): 33","2020-04-01",5,9,0,13,15,63
"demAgeFull_us","Age (US): 33","2020-04-02",3,0,25,31,44,0
"demAgeFull_us","Age (US): 33","2020-04-03",2,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-04-04",2,0,0,0,39,61
"demAgeFull_us","Age (US): 33","2020-04-05",2,100,0,0,0,0
"demAgeFull_us","Age (US): 33","2020-04-06",6,0,55,14,12,18
"demAgeFull_us","Age (US): 33","2020-04-07",2,100,0,0,0,0
"demAgeFull_us","Age (US): 33","2020-04-08",6,19,0,0,31,50
"demAgeFull_us","Age (US): 33","2020-04-09",3,0,18,25,0,58
"demAgeFull_us","Age (US): 33","2020-04-10",3,0,0,0,38,62
"demAgeFull_us","Age (US): 33","2020-04-11",4,36,0,0,0,64
"demAgeFull_us","Age (US): 33","2020-04-12",5,19,0,0,0,81
"demAgeFull_us","Age (US): 33","2020-04-13",4,0,0,0,78,22
"demAgeFull_us","Age (US): 33","2020-04-14",2,0,100,0,0,0
"demAgeFull_us","Age (US): 33","2020-04-15",2,0,0,0,64,36
"demAgeFull_us","Age (US): 33","2020-04-16",1,0,100,0,0,0
"demAgeFull_us","Age (US): 33","2020-04-17",3,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-04-18",1,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-04-20",4,65,17,18,0,0
"demAgeFull_us","Age (US): 33","2020-04-22",3,0,0,30,0,70
"demAgeFull_us","Age (US): 33","2020-04-23",1,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-04-24",1,0,0,100,0,0
"demAgeFull_us","Age (US): 33","2020-04-25",2,63,0,0,0,37
"demAgeFull_us","Age (US): 33","2020-04-26",1,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-04-27",2,0,0,57,43,0
"demAgeFull_us","Age (US): 33","2020-04-28",3,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-04-29",8,7,0,0,0,93
"demAgeFull_us","Age (US): 33","2020-04-30",2,42,0,0,0,58
"demAgeFull_us","Age (US): 33","2020-05-01",3,26,0,0,0,74
"demAgeFull_us","Age (US): 33","2020-05-02",5,28,0,0,37,36
"demAgeFull_us","Age (US): 33","2020-05-04",1,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-05-06",4,30,7,13,0,50
"demAgeFull_us","Age (US): 33","2020-05-07",2,31,69,0,0,0
"demAgeFull_us","Age (US): 33","2020-05-08",2,0,0,61,39,0
"demAgeFull_us","Age (US): 33","2020-05-09",1,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-05-10",1,0,0,0,64,36
"demAgeFull_us","Age (US): 33","2020-05-11",4,18,0,0,41,41
"demAgeFull_us","Age (US): 33","2020-05-12",1,0,0,0,0,100
"demAgeFull_us","Age (US): 33","2020-05-13",4,0,33,0,0,67
"demAgeFull_us","Age (US): 33","2020-05-14",1,0,0,100,0,0
"demAgeFull_us","Age (US): 33","2020-05-15",5,10,0,0,0,90
"demAgeFull_us","Age (US): 33","2020-05-16",2,100,0,0,0,0
"demAgeFull_us","Age (US): 33","2020-05-17",2,0,0,60,0,40
"demAgeFull_us","Age (US): 33","2020-05-18",4,51,0,0,28,22
"demAgeFull_us","Age (US): 33","2020-05-19",3,39,0,0,39,22
"demAgeFull_us","Age (US): 34","2020-01-09",5,0,0,40,0,60
"demAgeFull_us","Age (US): 34","2020-01-10",4,46,36,0,0,18
"demAgeFull_us","Age (US): 34","2020-01-11",4,35,0,0,0,65
"demAgeFull_us","Age (US): 34","2020-01-12",2,35,0,0,0,65
"demAgeFull_us","Age (US): 34","2020-01-13",4,22,0,15,0,62
"demAgeFull_us","Age (US): 34","2020-01-14",7,73,0,0,0,27
"demAgeFull_us","Age (US): 34","2020-01-15",6,8,19,19,0,54
"demAgeFull_us","Age (US): 34","2020-01-16",3,17,0,0,0,83
"demAgeFull_us","Age (US): 34","2020-01-17",2,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-01-18",7,18,52,0,0,30
"demAgeFull_us","Age (US): 34","2020-01-19",3,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-01-20",8,23,14,0,22,41
"demAgeFull_us","Age (US): 34","2020-01-21",6,23,0,10,26,42
"demAgeFull_us","Age (US): 34","2020-01-22",5,100,0,0,0,0
"demAgeFull_us","Age (US): 34","2020-01-23",11,18,0,0,25,57
"demAgeFull_us","Age (US): 34","2020-01-24",3,0,0,52,48,0
"demAgeFull_us","Age (US): 34","2020-01-25",5,30,0,30,0,41
"demAgeFull_us","Age (US): 34","2020-01-26",4,37,0,24,0,39
"demAgeFull_us","Age (US): 34","2020-01-27",3,29,0,0,24,47
"demAgeFull_us","Age (US): 34","2020-01-28",2,79,0,0,0,21
"demAgeFull_us","Age (US): 34","2020-01-29",5,0,27,0,0,73
"demAgeFull_us","Age (US): 34","2020-01-30",5,17,40,0,32,11
"demAgeFull_us","Age (US): 34","2020-01-31",5,28,0,25,0,47
"demAgeFull_us","Age (US): 34","2020-02-01",3,46,0,0,0,54
"demAgeFull_us","Age (US): 34","2020-02-02",5,0,15,15,35,35
"demAgeFull_us","Age (US): 34","2020-02-03",7,32,18,23,0,27
"demAgeFull_us","Age (US): 34","2020-02-04",5,0,24,17,0,59
"demAgeFull_us","Age (US): 34","2020-02-05",13,11,12,0,0,76
"demAgeFull_us","Age (US): 34","2020-02-06",15,19,15,15,14,37
"demAgeFull_us","Age (US): 34","2020-02-07",8,18,18,18,9,37
"demAgeFull_us","Age (US): 34","2020-02-08",7,27,0,26,0,47
"demAgeFull_us","Age (US): 34","2020-02-09",6,0,49,0,12,39
"demAgeFull_us","Age (US): 34","2020-02-10",5,15,0,0,29,56
"demAgeFull_us","Age (US): 34","2020-02-11",3,23,0,0,33,44
"demAgeFull_us","Age (US): 34","2020-02-12",4,0,0,27,0,73
"demAgeFull_us","Age (US): 34","2020-02-13",5,29,0,11,32,28
"demAgeFull_us","Age (US): 34","2020-02-14",6,24,28,0,31,17
"demAgeFull_us","Age (US): 34","2020-02-15",7,18,5,0,34,43
"demAgeFull_us","Age (US): 34","2020-02-16",11,29,0,16,14,41
"demAgeFull_us","Age (US): 34","2020-02-17",8,9,0,0,47,44
"demAgeFull_us","Age (US): 34","2020-02-18",10,18,13,17,17,35
"demAgeFull_us","Age (US): 34","2020-02-19",5,31,25,33,0,11
"demAgeFull_us","Age (US): 34","2020-02-20",3,0,72,0,28,0
"demAgeFull_us","Age (US): 34","2020-02-21",7,20,0,0,0,80
"demAgeFull_us","Age (US): 34","2020-02-22",6,28,0,38,0,34
"demAgeFull_us","Age (US): 34","2020-02-23",10,28,34,6,21,12
"demAgeFull_us","Age (US): 34","2020-02-24",13,5,60,0,10,25
"demAgeFull_us","Age (US): 34","2020-02-25",6,42,9,0,21,28
"demAgeFull_us","Age (US): 34","2020-02-26",9,22,54,0,0,24
"demAgeFull_us","Age (US): 34","2020-02-27",10,25,20,8,17,30
"demAgeFull_us","Age (US): 34","2020-02-28",6,41,0,0,48,10
"demAgeFull_us","Age (US): 34","2020-02-29",5,56,0,19,0,25
"demAgeFull_us","Age (US): 34","2020-03-01",6,0,0,0,33,67
"demAgeFull_us","Age (US): 34","2020-03-02",5,0,0,16,38,46
"demAgeFull_us","Age (US): 34","2020-03-03",8,16,41,0,0,44
"demAgeFull_us","Age (US): 34","2020-03-04",4,16,0,0,0,84
"demAgeFull_us","Age (US): 34","2020-03-05",8,23,19,19,0,39
"demAgeFull_us","Age (US): 34","2020-03-06",6,9,15,0,0,76
"demAgeFull_us","Age (US): 34","2020-03-07",4,21,0,15,0,64
"demAgeFull_us","Age (US): 34","2020-03-08",7,55,0,0,29,16
"demAgeFull_us","Age (US): 34","2020-03-09",5,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-03-10",8,0,0,13,0,87
"demAgeFull_us","Age (US): 34","2020-03-11",16,15,0,15,41,29
"demAgeFull_us","Age (US): 34","2020-03-12",1,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-03-13",2,50,0,0,50,0
"demAgeFull_us","Age (US): 34","2020-03-14",4,17,0,0,58,25
"demAgeFull_us","Age (US): 34","2020-03-15",9,16,70,0,14,0
"demAgeFull_us","Age (US): 34","2020-03-16",6,48,0,0,23,29
"demAgeFull_us","Age (US): 34","2020-03-17",2,58,0,0,0,42
"demAgeFull_us","Age (US): 34","2020-03-18",4,0,29,0,0,71
"demAgeFull_us","Age (US): 34","2020-03-19",8,9,0,0,75,16
"demAgeFull_us","Age (US): 34","2020-03-20",3,20,80,0,0,0
"demAgeFull_us","Age (US): 34","2020-03-21",6,40,40,20,0,0
"demAgeFull_us","Age (US): 34","2020-03-22",4,17,0,0,44,39
"demAgeFull_us","Age (US): 34","2020-03-23",4,44,0,13,43,0
"demAgeFull_us","Age (US): 34","2020-03-24",4,56,44,0,0,0
"demAgeFull_us","Age (US): 34","2020-03-25",5,0,18,22,0,59
"demAgeFull_us","Age (US): 34","2020-03-26",4,0,0,18,0,82
"demAgeFull_us","Age (US): 34","2020-03-27",5,12,28,0,0,60
"demAgeFull_us","Age (US): 34","2020-03-28",4,27,0,0,46,27
"demAgeFull_us","Age (US): 34","2020-03-29",5,0,0,0,31,69
"demAgeFull_us","Age (US): 34","2020-03-30",3,24,0,0,0,76
"demAgeFull_us","Age (US): 34","2020-03-31",2,69,0,31,0,0
"demAgeFull_us","Age (US): 34","2020-04-01",1,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-04-02",2,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-04-03",3,0,0,0,100,0
"demAgeFull_us","Age (US): 34","2020-04-04",2,0,47,53,0,0
"demAgeFull_us","Age (US): 34","2020-04-05",4,22,0,0,0,78
"demAgeFull_us","Age (US): 34","2020-04-06",4,0,0,19,0,81
"demAgeFull_us","Age (US): 34","2020-04-08",7,0,25,17,0,58
"demAgeFull_us","Age (US): 34","2020-04-09",2,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-04-10",10,21,0,0,29,50
"demAgeFull_us","Age (US): 34","2020-04-11",8,17,16,0,16,50
"demAgeFull_us","Age (US): 34","2020-04-12",3,0,0,0,39,61
"demAgeFull_us","Age (US): 34","2020-04-13",4,0,0,0,25,75
"demAgeFull_us","Age (US): 34","2020-04-14",4,0,40,0,24,37
"demAgeFull_us","Age (US): 34","2020-04-15",2,0,0,100,0,0
"demAgeFull_us","Age (US): 34","2020-04-16",2,100,0,0,0,0
"demAgeFull_us","Age (US): 34","2020-04-17",10,28,0,22,35,16
"demAgeFull_us","Age (US): 34","2020-04-18",5,0,0,0,28,72
"demAgeFull_us","Age (US): 34","2020-04-19",5,47,0,12,18,23
"demAgeFull_us","Age (US): 34","2020-04-20",10,30,0,7,16,46
"demAgeFull_us","Age (US): 34","2020-04-21",7,30,0,0,49,21
"demAgeFull_us","Age (US): 34","2020-04-22",4,23,0,19,30,28
"demAgeFull_us","Age (US): 34","2020-04-23",2,29,0,0,71,0
"demAgeFull_us","Age (US): 34","2020-04-24",4,20,29,0,0,51
"demAgeFull_us","Age (US): 34","2020-04-25",2,0,0,0,37,63
"demAgeFull_us","Age (US): 34","2020-04-26",2,27,0,36,0,36
"demAgeFull_us","Age (US): 34","2020-04-28",4,14,48,23,0,14
"demAgeFull_us","Age (US): 34","2020-04-29",1,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-04-30",2,0,0,42,0,58
"demAgeFull_us","Age (US): 34","2020-05-01",7,34,0,16,8,42
"demAgeFull_us","Age (US): 34","2020-05-02",5,40,0,0,0,60
"demAgeFull_us","Age (US): 34","2020-05-03",3,0,0,77,0,23
"demAgeFull_us","Age (US): 34","2020-05-04",3,29,0,24,0,47
"demAgeFull_us","Age (US): 34","2020-05-05",4,0,20,16,0,64
"demAgeFull_us","Age (US): 34","2020-05-07",4,81,0,0,0,19
"demAgeFull_us","Age (US): 34","2020-05-08",2,0,0,0,54,46
"demAgeFull_us","Age (US): 34","2020-05-10",5,14,0,0,74,12
"demAgeFull_us","Age (US): 34","2020-05-11",3,19,0,26,37,19
"demAgeFull_us","Age (US): 34","2020-05-12",5,29,47,0,0,24
"demAgeFull_us","Age (US): 34","2020-05-13",4,43,0,43,0,13
"demAgeFull_us","Age (US): 34","2020-05-14",1,0,0,100,0,0
"demAgeFull_us","Age (US): 34","2020-05-15",2,0,0,0,0,100
"demAgeFull_us","Age (US): 34","2020-05-16",1,48,0,0,0,52
"demAgeFull_us","Age (US): 34","2020-05-17",5,49,0,0,0,51
"demAgeFull_us","Age (US): 34","2020-05-18",5,12,28,0,12,49
"demAgeFull_us","Age (US): 34","2020-05-19",2,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-01-09",8,7,50,12,0,30
"demAgeFull_us","Age (US): 35","2020-01-10",4,15,0,51,0,35
"demAgeFull_us","Age (US): 35","2020-01-11",2,0,0,55,0,45
"demAgeFull_us","Age (US): 35","2020-01-12",3,22,0,0,0,78
"demAgeFull_us","Age (US): 35","2020-01-13",3,0,0,0,22,78
"demAgeFull_us","Age (US): 35","2020-01-14",5,28,30,0,0,42
"demAgeFull_us","Age (US): 35","2020-01-15",4,31,0,0,0,69
"demAgeFull_us","Age (US): 35","2020-01-16",7,0,0,20,22,58
"demAgeFull_us","Age (US): 35","2020-01-17",2,0,0,100,0,0
"demAgeFull_us","Age (US): 35","2020-01-18",8,16,0,32,0,52
"demAgeFull_us","Age (US): 35","2020-01-19",9,21,0,0,8,71
"demAgeFull_us","Age (US): 35","2020-01-20",5,43,11,13,0,33
"demAgeFull_us","Age (US): 35","2020-01-21",4,19,0,41,0,41
"demAgeFull_us","Age (US): 35","2020-01-22",7,25,0,12,26,37
"demAgeFull_us","Age (US): 35","2020-01-23",8,41,0,17,12,29
"demAgeFull_us","Age (US): 35","2020-01-24",12,43,16,0,8,33
"demAgeFull_us","Age (US): 35","2020-01-25",6,52,0,0,0,48
"demAgeFull_us","Age (US): 35","2020-01-26",7,30,0,14,12,44
"demAgeFull_us","Age (US): 35","2020-01-27",2,0,0,0,49,51
"demAgeFull_us","Age (US): 35","2020-01-28",12,15,17,0,13,55
"demAgeFull_us","Age (US): 35","2020-01-29",3,22,0,0,0,78
"demAgeFull_us","Age (US): 35","2020-01-30",5,89,0,11,0,0
"demAgeFull_us","Age (US): 35","2020-01-31",5,0,0,0,19,81
"demAgeFull_us","Age (US): 35","2020-02-01",5,7,0,0,17,76
"demAgeFull_us","Age (US): 35","2020-02-02",4,18,0,0,65,18
"demAgeFull_us","Age (US): 35","2020-02-03",9,7,0,25,10,58
"demAgeFull_us","Age (US): 35","2020-02-04",10,28,14,0,31,26
"demAgeFull_us","Age (US): 35","2020-02-05",3,100,0,0,0,0
"demAgeFull_us","Age (US): 35","2020-02-06",4,17,0,0,66,17
"demAgeFull_us","Age (US): 35","2020-02-07",4,48,0,0,0,52
"demAgeFull_us","Age (US): 35","2020-02-08",9,12,0,0,23,65
"demAgeFull_us","Age (US): 35","2020-02-09",9,22,18,0,0,60
"demAgeFull_us","Age (US): 35","2020-02-10",5,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-02-11",6,45,0,15,0,40
"demAgeFull_us","Age (US): 35","2020-02-12",6,30,0,0,0,70
"demAgeFull_us","Age (US): 35","2020-02-13",2,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-02-14",6,52,0,0,0,48
"demAgeFull_us","Age (US): 35","2020-02-15",4,17,0,0,21,62
"demAgeFull_us","Age (US): 35","2020-02-16",9,52,0,11,11,27
"demAgeFull_us","Age (US): 35","2020-02-17",3,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-02-18",6,0,0,43,0,57
"demAgeFull_us","Age (US): 35","2020-02-19",7,24,14,0,0,62
"demAgeFull_us","Age (US): 35","2020-02-20",3,29,0,0,0,71
"demAgeFull_us","Age (US): 35","2020-02-21",13,22,0,0,7,71
"demAgeFull_us","Age (US): 35","2020-02-22",2,42,0,0,58,0
"demAgeFull_us","Age (US): 35","2020-02-23",1,0,0,100,0,0
"demAgeFull_us","Age (US): 35","2020-02-24",3,0,22,15,41,22
"demAgeFull_us","Age (US): 35","2020-02-25",8,51,15,0,0,34
"demAgeFull_us","Age (US): 35","2020-02-26",6,17,0,0,17,66
"demAgeFull_us","Age (US): 35","2020-02-27",2,0,0,0,43,57
"demAgeFull_us","Age (US): 35","2020-02-28",9,7,7,0,0,87
"demAgeFull_us","Age (US): 35","2020-02-29",7,56,0,0,9,36
"demAgeFull_us","Age (US): 35","2020-03-01",5,52,0,0,0,48
"demAgeFull_us","Age (US): 35","2020-03-02",2,0,49,0,0,51
"demAgeFull_us","Age (US): 35","2020-03-03",6,39,0,11,9,41
"demAgeFull_us","Age (US): 35","2020-03-04",5,15,0,69,0,16
"demAgeFull_us","Age (US): 35","2020-03-05",5,0,56,0,0,44
"demAgeFull_us","Age (US): 35","2020-03-06",7,43,21,15,0,21
"demAgeFull_us","Age (US): 35","2020-03-07",10,16,0,0,47,38
"demAgeFull_us","Age (US): 35","2020-03-08",4,20,0,0,0,80
"demAgeFull_us","Age (US): 35","2020-03-09",2,0,0,35,0,65
"demAgeFull_us","Age (US): 35","2020-03-10",3,68,0,0,32,0
"demAgeFull_us","Age (US): 35","2020-03-11",5,37,0,0,0,63
"demAgeFull_us","Age (US): 35","2020-03-12",4,0,0,46,0,54
"demAgeFull_us","Age (US): 35","2020-03-13",2,0,0,60,0,40
"demAgeFull_us","Age (US): 35","2020-03-14",8,30,0,0,0,70
"demAgeFull_us","Age (US): 35","2020-03-15",8,0,9,19,0,72
"demAgeFull_us","Age (US): 35","2020-03-16",7,0,0,47,10,43
"demAgeFull_us","Age (US): 35","2020-03-17",10,44,10,8,11,27
"demAgeFull_us","Age (US): 35","2020-03-18",9,52,9,0,11,28
"demAgeFull_us","Age (US): 35","2020-03-19",8,51,0,0,9,40
"demAgeFull_us","Age (US): 35","2020-03-20",4,50,0,0,25,25
"demAgeFull_us","Age (US): 35","2020-03-21",5,25,0,17,20,37
"demAgeFull_us","Age (US): 35","2020-03-23",7,57,0,10,33,0
"demAgeFull_us","Age (US): 35","2020-03-24",2,0,0,0,23,77
"demAgeFull_us","Age (US): 35","2020-03-25",6,88,0,0,0,12
"demAgeFull_us","Age (US): 35","2020-03-26",3,27,0,22,22,28
"demAgeFull_us","Age (US): 35","2020-03-27",6,25,0,38,0,37
"demAgeFull_us","Age (US): 35","2020-03-28",4,0,0,0,24,76
"demAgeFull_us","Age (US): 35","2020-03-29",9,17,0,7,13,63
"demAgeFull_us","Age (US): 35","2020-03-30",5,41,20,12,0,27
"demAgeFull_us","Age (US): 35","2020-03-31",2,0,0,70,0,30
"demAgeFull_us","Age (US): 35","2020-04-01",5,0,0,0,53,47
"demAgeFull_us","Age (US): 35","2020-04-02",2,0,0,0,60,40
"demAgeFull_us","Age (US): 35","2020-04-04",2,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-04-05",3,0,0,29,0,71
"demAgeFull_us","Age (US): 35","2020-04-06",2,0,0,0,43,57
"demAgeFull_us","Age (US): 35","2020-04-07",4,18,0,0,36,46
"demAgeFull_us","Age (US): 35","2020-04-08",6,0,38,0,14,48
"demAgeFull_us","Age (US): 35","2020-04-09",5,24,0,53,23,0
"demAgeFull_us","Age (US): 35","2020-04-10",2,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-04-11",4,80,20,0,0,0
"demAgeFull_us","Age (US): 35","2020-04-12",8,19,10,0,61,10
"demAgeFull_us","Age (US): 35","2020-04-13",6,12,0,24,21,42
"demAgeFull_us","Age (US): 35","2020-04-14",13,5,9,12,12,62
"demAgeFull_us","Age (US): 35","2020-04-15",4,0,0,0,15,85
"demAgeFull_us","Age (US): 35","2020-04-16",2,100,0,0,0,0
"demAgeFull_us","Age (US): 35","2020-04-17",3,0,0,100,0,0
"demAgeFull_us","Age (US): 35","2020-04-18",1,0,0,100,0,0
"demAgeFull_us","Age (US): 35","2020-04-19",4,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-04-20",4,74,0,26,0,0
"demAgeFull_us","Age (US): 35","2020-04-21",3,31,48,0,0,21
"demAgeFull_us","Age (US): 35","2020-04-22",5,0,56,0,26,18
"demAgeFull_us","Age (US): 35","2020-04-23",4,0,23,0,0,77
"demAgeFull_us","Age (US): 35","2020-04-24",6,15,26,9,28,22
"demAgeFull_us","Age (US): 35","2020-04-25",1,0,0,0,100,0
"demAgeFull_us","Age (US): 35","2020-04-26",5,11,26,0,0,63
"demAgeFull_us","Age (US): 35","2020-04-27",6,0,0,0,8,92
"demAgeFull_us","Age (US): 35","2020-04-28",4,40,0,18,20,22
"demAgeFull_us","Age (US): 35","2020-04-29",10,26,0,42,12,20
"demAgeFull_us","Age (US): 35","2020-04-30",14,9,63,0,0,28
"demAgeFull_us","Age (US): 35","2020-05-01",3,0,0,0,36,64
"demAgeFull_us","Age (US): 35","2020-05-02",2,51,49,0,0,0
"demAgeFull_us","Age (US): 35","2020-05-03",2,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-05-04",12,0,79,0,0,21
"demAgeFull_us","Age (US): 35","2020-05-05",1,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-05-06",5,55,0,0,0,45
"demAgeFull_us","Age (US): 35","2020-05-07",1,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-05-08",3,0,0,0,0,100
"demAgeFull_us","Age (US): 35","2020-05-09",1,0,0,100,0,0
"demAgeFull_us","Age (US): 35","2020-05-10",3,34,0,0,27,40
"demAgeFull_us","Age (US): 35","2020-05-11",1,0,0,0,100,0
"demAgeFull_us","Age (US): 35","2020-05-12",4,82,0,18,0,0
"demAgeFull_us","Age (US): 35","2020-05-13",5,48,0,23,17,11
"demAgeFull_us","Age (US): 35","2020-05-14",5,22,62,0,0,16
"demAgeFull_us","Age (US): 35","2020-05-15",7,28,15,0,17,40
"demAgeFull_us","Age (US): 35","2020-05-16",3,0,59,0,0,41
"demAgeFull_us","Age (US): 35","2020-05-17",2,0,0,0,37,63
"demAgeFull_us","Age (US): 35","2020-05-19",3,32,0,41,0,27
"demAgeFull_us","Age (US): 36","2020-01-09",7,25,0,25,13,37
"demAgeFull_us","Age (US): 36","2020-01-10",6,19,23,58,0,0
"demAgeFull_us","Age (US): 36","2020-01-11",2,0,0,0,0,100
"demAgeFull_us","Age (US): 36","2020-01-12",3,34,0,0,0,66
"demAgeFull_us","Age (US): 36","2020-01-13",8,16,0,16,0,68
"demAgeFull_us","Age (US): 36","2020-01-14",8,22,0,14,8,55
"demAgeFull_us","Age (US): 36","2020-01-15",7,14,8,0,0,78
"demAgeFull_us","Age (US): 36","2020-01-16",5,32,28,0,0,40
"demAgeFull_us","Age (US): 36","2020-01-17",5,0,31,0,12,57
"demAgeFull_us","Age (US): 36","2020-01-18",6,35,0,24,0,41
"demAgeFull_us","Age (US): 36","2020-01-19",5,16,0,0,0,84
"demAgeFull_us","Age (US): 36","2020-01-20",5,0,0,0,0,100
"demAgeFull_us","Age (US): 36","2020-01-21",3,0,0,0,0,100
"demAgeFull_us","Age (US): 36","2020-01-22",7,0,36,8,0,56
"demAgeFull_us","Age (US): 36","2020-01-23",3,0,0,0,69,31
"demAgeFull_us","Age (US): 36","2020-01-24",7,22,0,23,22,33
"demAgeFull_us","Age (US): 36","2020-01-25",3,23,0,0,0,77
"demAgeFull_us","Age (US): 36","2020-01-26",5,24,0,0,41,36
"demAgeFull_us","Age (US): 36","2020-01-27",5,20,23,0,0,57
"demAgeFull_us","Age (US): 36","2020-01-28",9,14,14,0,0,72
"demAgeFull_us","Age (US): 36","2020-01-29",6,26,32,0,0,42
"demAgeFull_us","Age (US): 36","2020-01-30",5,0,0,0,29,71
"demAgeFull_us","Age (US): 36","2020-01-31",4,19,0,0,0,81
"demAgeFull_us","Age (US): 36","2020-02-01",4,16,0,0,0,84
"demAgeFull_us","Age (US): 36","2020-02-02",2,0,0,0,0,100
"demAgeFull_us","Age (US): 36","2020-02-03",8,33,12,11,0,44
"demAgeFull_us","Age (US): 36","2020-02-04",8,0,16,0,7,77
"demAgeFull_us","Age (US): 36","2020-02-05",7,0,0,0,26,74
"demAgeFull_us","Age (US): 36","2020-02-06",7,0,0,0,0,100
"demAgeFull_us","Age (US): 36","2020-02-08",5,15,0,0,0,85
"demAgeFull_us","Age (US): 36","2020-02-09",3,0,0,0,27,73
"demAgeFull_us","Age (US): 36","2020-02-10",9,8,23,53,11,5
"demAgeFull_us","Age (US): 36","2020-02-11",2,0,0,57,0,43
"demAgeFull_us","Age (US): 36","2020-02-12",6,35,21,14,0,30
"demAgeFull_us","Age (US): 36","2020-02-13",5,0,0,0,30,70
"demAgeFull_us","Age (US): 36","2020-02-14",6,13,50,0,15,21
"demAgeFull_us","Age (US): 36","2020-02-15",8,35,0,15,0,50
"demAgeFull_us","Age (US): 36","2020-02-16",4,23,22,0,0,55
"demAgeFull_us","Age (US): 36","2020-02-17",3,44,0,0,0,56
"demAgeFull_us","Age (US): 36","2020-02-18",3,30,0,36,0,34
"demAgeFull_us","Age (US): 36","2020-02-19",6,31,14,0,0,55
"demAgeFull_us","Age (US): 36","2020-02-20",4,0,49,22,0,29
"demAgeFull_us","Age (US): 36","2020-02-21",4,0,0,31,38,31
"demAgeFull_us","Age (US): 36","2020-02-22",6,36,0,0,0,64
